index	prefix	engaligns	greekaligns
2583		['2:5.369:and']	['2:5.369:τε']
2584		['2:5.369:in[2]', '2:5.369:another']	['2:5.369:ἄλλῃ']
2585		['2:5.370:just', '2:5.370:so']	['2:5.370:ὣς']
2586	[it] 	['2:5.370:scattered']	["2:5.370:διεσκέδασ'"]
2587		['2:5.370:long']	['2:5.370:μακρὰ']
2588		['2:5.370:beams']	['2:5.370:δούρατα']
2589		['2:5.370:of', '2:5.370:the[2]']	['2:5.370:τῆς']
2590		['2:5.370:As', '2:5.370:for', '2:5.370:him']	['2:5.370:αὐτὰρ']
2591		['2:5.370:Odysseus']	['2:5.370:Ὀδυσσεὺς']
2592	[he] 	['2:5.371:began', '2:5.371:to', '2:5.371:move']	['2:5.371:βαῖνε']
2593		['2:5.371:wrapped-around']	["2:5.371:ἀμφ'"]
2594		['2:5.371:one']	['2:5.371:ἑνὶ']
2595		['2:5.371:beam']	['2:5.371:δούρατι']
2596		['2:5.371:like']	['2:5.371:ὡς']
2597		['2:5.371:driving']	['2:5.371:ἐλαύνων']
2598		['2:5.371:race']	["2:5.371:κέληθ'"]
2599		['2:5.371:-horse']	['2:5.371:ἵππον']
2600		['2:5.372:and']	["2:5.372:δ'"]
2601	[he] 	['2:5.372:started', '2:5.372:to', '2:5.372:take', '2:5.372:off']	['2:5.372:ἐξαπέδυνε']
2602		['2:5.372:clothes']	['2:5.372:εἵματα']
2603		['2:5.372:those', '2:5.372:which']	['2:5.372:τά']
2604		['2:5.372:divine']	['2:5.372:δῖα']
2605		['2:5.372:Calypso']	['2:5.372:Καλυψώ']
2606	[he] 	['2:5.372:handed']	['2:5.372:πόρε']
2607		['2:5.372:to[2]', '2:5.372:him']	['2:5.372:οἱ']
2608		['2:5.373:Immediately']	['2:5.373:αὐτίκα']
2609	[he] 	['2:5.373:draped']	['2:5.373:τάνυσσεν']
2610		['2:5.373:headscarf']	['2:5.373:κρήδεμνον']
2611		['2:5.373:below']	['2:5.373:ὑπὸ']
2612		['2:5.373:chest']	['2:5.373:στέρνοιο']
2613		['2:5.374:and']	['2:5.374:δὲ']
2614		['2:5.374:himself']	['2:5.374:αὐτὸς']
2615	[he] 	['2:5.374:fell', '2:5.374:down']	['2:5.374:κάππεσε']
2616		['2:5.374:face-first']	['2:5.374:πρηνὴς']
2617		['2:5.374:sea']	['2:5.374:ἁλὶ']
2618		['2:5.374:having', '2:5.374:spread', '2:5.374:out']	['2:5.374:πετάσσας']
2619		['2:5.374:two', '2:5.374:hands']	['2:5.374:χεῖρε']
2620		['2:5.375:doing', '2:5.375:everything', '2:5.375:in', '2:5.375:his', '2:5.375:power']	['2:5.375:μεμαώς']
2621		['2:5.375:to', '2:5.375:swim']	['2:5.375:νηχέμεναι']
2622		['2:5.375:ruling']	['2:5.375:κρείων']
2623		['2:5.375:Earth-shaker']	['2:5.375:ἐνοσίχθων']
2624	[he] 	['2:5.375:saw']	['2:5.375:ἴδε']
2625		['2:5.376:After', '2:5.376:shaking']	['2:5.376:κινήσας']
2626		['2:5.376:head']	['2:5.376:κάρη']
2627	[he] 	['2:5.376:deliberated']	['2:5.376:μυθήσατο']
2628		['2:5.376:with']	['2:5.376:προτὶ']
2629		['2:5.376:his[2]', '2:5.376:own']	['2:5.376:ὃν']
2630		['2:5.376:spirit']	['2:5.376:θυμόν']
2631		['2:5.377:Like', '2:5.377:this']	['2:5.377:οὕτω']
2632		['2:5.377:now']	['2:5.377:νῦν']
2633		['2:5.377:having', '2:5.377:suffered']	['2:5.377:παθὼν']
2634		['2:5.377:many']	['2:5.377:πολλὰ']
2635		['2:5.377:evils']	['2:5.377:κακὰ']
2636		['2:5.377:wander']	['2:5.377:ἀλόω']
2637		['2:5.377:down', '2:5.377:through']	['2:5.377:κατὰ']
2638		['2:5.377:sea']	['2:5.377:πόντον']
2639		['2:5.378:until']	['2:5.378:εἰς']
2640		['2:5.378:that', '2:5.378:point']	['2:5.378:ὅ']
2641		['2:5.378:may']	['2:5.378:κεν']
2642	[you (sg) may] 	['2:5.378:have', '2:5.378:dealings', '2:5.378:with']	['2:5.378:μιγήῃς']
2643		['2:5.378:people']	['2:5.378:ἀνθρώποισι']
2644		['2:5.378:cared', '2:5.378:for', '2:5.378:by', '2:5.378:Zeus']	['2:5.378:διοτρεφέεσσι']
2645		['2:5.379:But']	["2:5.379:ἀλλ'"]
2646		['2:5.379:even', '2:5.379:so']	['2:5.379:ὥς']
2647	[I] 	['2:5.379:doexpect', '2:5.379:expect']	['2:5.379:ἔολπα']
2648		['2:5.379:not']	['2:5.379:οὐ']
2649		['2:5.379:you']	['2:5.379:σε']
2650		['2:5.379:to', '2:5.379:be', '2:5.379:disastisfied', '2:5.379:with']	['2:5.379:ὀνόσσεσθαι']
2651		['2:5.379:hardship']	['2:5.379:κακότητος']
2652		['2:5.380:Then']	['2:5.380:ἄρα']
2653		['2:5.380:having', '2:5.380:spoken']	['2:5.380:φωνήσας']
2654		['2:5.380:in', '2:5.380:this', '2:5.380:way']	['2:5.380:ὣς']
2655	[he] 	['2:5.380:whipped']	['2:5.380:ἵμασεν']
2656		['2:5.380:beautiful-maned']	['2:5.380:καλλίτριχας']
2657		['2:5.380:horses']	['2:5.380:ἵππους']
2658		['2:5.381:and']	["2:5.381:δ'"]
2659	[he] 	['2:5.381:arrived']	['2:5.381:ἵκετο']
2660		['2:5.381:in']	['2:5.381:εἰς']
2661		['2:5.381:Aegae']	['2:5.381:Αἰγάς']
2662		['2:5.381:where']	['2:5.381:ὅθι']
2663		['2:5.381:his']	['2:5.381:οἱ']
2664		['2:5.381:famous']	['2:5.381:κλυτὰ']
2665		['2:5.381:homes']	["2:5.381:δώματ'"]
2666	[they] 	['2:5.381:are']	['2:5.381:ἔασιν']
2667		['2:5.382:But', '2:5.382:for', '2:5.382:her', '2:5.382:part']	['2:5.382:αὐτὰρ']
2668		['2:5.382:Athena']	['2:5.382:Ἀθηναίη']
2669		['2:5.382:daughter']	['2:5.382:κούρη']
2670		['2:5.382:of', '2:5.382:Zeus']	['2:5.382:Διὸς']
2671	[he] 	['2:5.382:had', '2:5.382:in', '2:5.382:her[2]', '2:5.382:mind']	['2:5.382:ἐνόησεν']
2672		['2:5.382:other', '2:5.382:things']	["2:5.382:ἄλλ'"]
2673		['2:5.383:In', '2:5.383:fact', '2:5.383:fact']	['2:5.383:ἦ', '2:5.383:τοι']
2674	[she] 	['2:5.383:tied', '2:5.383:down']	['2:5.383:κατέδησε']
2675		['2:5.383:paths']	['2:5.383:κελεύθους']
2676		['2:5.383:of', '2:5.383:the[2]']	['2:5.383:τῶν']
2677		['2:5.383:other']	['2:5.383:ἄλλων']
2678		['2:5.383:winds']	['2:5.383:ἀνέμων']
2679		['2:5.384:and']	["2:5.384:δ'"]
2680	[she] 	['2:5.384:commanded']	['2:5.384:ἐκέλευσε']
2681		['2:5.384:all', '2:5.384:together']	['2:5.384:ἅπαντας']
2682		['2:5.384:to', '2:5.384:stop', '2:5.384:what', '2:5.384:they', '2:5.384:were', '2:5.384:doing']	['2:5.384:παύσασθαι']
2683		['2:5.384:and[2]']	['2:5.384:καὶ']
2684		['2:5.384:to[2]', '2:5.384:put', '2:5.384:themselves', '2:5.384:at', '2:5.384:rest']	['2:5.384:εὐνηθῆναι']
2685	[she] 	['2:5.385:stirred', '2:5.385:up']	['2:5.385:ὦρσε']
2686		['2:5.385:in', '2:5.385:opposition']	['2:5.385:ἐπὶ']
2687		['2:5.385:quick']	['2:5.385:κραιπνὸν']
2688		['2:5.385:North', '2:5.385:Wind']	['2:5.385:Βορέην']
2689		['2:5.385:and']	['2:5.385:δὲ']
2690		['2:5.385:in[2]', '2:5.385:front']	['2:5.385:πρὸ']
2691	[she] 	['2:5.385:broke', '2:5.385:down']	['2:5.385:ἔαξεν']
2692		['2:5.385:waves']	["2:5.385:κύματ'"]
2693		['2:5.386:so', '2:5.386:that']	['2:5.386:ἧος']
2694		['2:5.386:he']	['2:5.386:ὃ']
2695	[he] 	['2:5.386:might', '2:5.386:have', '2:5.386:dealings', '2:5.386:with']	['2:5.386:μιγείη']
2696		['2:5.386:the', '2:5.386:oar-loving']	['2:5.386:φιληρέτμοισι']
2697		['2:5.386:Phaeacians']	['2:5.386:Φαιήκεσσι']
2698		['2:5.387:Zeus-born']	['2:5.387:διογενὴς']
2699		['2:5.387:Odysseus']	['2:5.387:Ὀδυσεὺς']
2700		['2:5.387:having', '2:5.387:escaped']	['2:5.387:ἀλύξας']
2701		['2:5.387:death']	['2:5.387:θάνατον']
2702		['2:5.387:and', '2:5.387:also']	['2:5.387:καὶ']
2703		['2:5.387:fate']	['2:5.387:κῆρας']
2704		['2:5.388:There']	['2:5.388:ἔνθα']
2705		['2:5.388:through', '2:5.388:two']	['2:5.388:δύω']
2706		['2:5.388:nights']	['2:5.388:νύκτας']
2707		['2:5.388:and']	["2:5.388:τ'"]
2708		['2:5.388:two[2]']	['2:5.388:δύο']
2709		['2:5.388:days']	['2:5.388:ἤματα']
2710	[he] 	['2:5.388:was', '2:5.388:constantly', '2:5.388:buffeted']	['2:5.389:πλάζετο']
2711		['2:5.388:strong']	['2:5.388:πηγῷ']
2712		['2:5.388:swell']	['2:5.388:κύματι']
2713		['2:5.389:and']	['2:5.389:δέ']
2714		['2:5.389:many', '2:5.389:times']	['2:5.389:πολλὰ']
2715		['2:5.389:his']	['2:5.389:οἱ']
2716		['2:5.389:heart']	['2:5.389:κραδίη']
2717	[he] 	['2:5.389:kept', '2:5.389:anticipating']	["2:5.389:προτιόσσετ'"]
2718		['2:5.389:destruction']	['2:5.389:ὄλεθρον']
2719		['2:5.390:But']	["2:5.390:ἀλλ'"]
2720		['2:5.390:when']	['2:5.390:ὅτε']
2721		['2:5.390:beautiful-haired']	['2:5.390:ἐυπλόκαμος']
2722		['2:5.390:Dawn']	['2:5.390:Ἠώς']
2723		['2:5.390:brought', '2:5.390:to', '2:5.390:pass']	["2:5.390:τέλεσ'"]
2724		['2:5.390:third']	['2:5.390:τρίτον']
2725		['2:5.390:day']	['2:5.390:ἦμαρ']
2726		['2:5.391:at', '2:5.391:that', '2:5.391:point']	["2:5.391:τότ'"]
2727		['2:5.391:afterwards']	["2:5.391:ἔπειτ'"]
2728		['2:5.391:wind']	['2:5.391:ἄνεμος']
2729	[he] 	['2:5.391:stopped', '2:5.391:itself']	['2:5.391:ἐπαύσατο']
2730		['2:5.391:and']	['2:5.391:ἠδὲ']
2731		['2:5.391:calm']	['2:5.391:γαλήνη']
2732		['2:5.392:windless']	['2:5.392:νηνεμίη']
2733	[he] 	['2:5.392:began']	['2:5.392:ἔπλετο']
2734		['2:5.392:and']	["2:5.392:δ'"]
2735		['2:5.392:so']	['2:5.392:ἄρα']
2736		['2:5.392:he']	['2:5.392:ὁ']
2737	[he] 	['2:5.392:caught', '2:5.392:sight', '2:5.392:of']	['2:5.392:εἴσιδε']
2738		['2:5.392:land']	['2:5.392:γαῖαν']
2739		['2:5.392:nearby']	['2:5.392:σχεδὸν']
2740		['2:5.393:having', '2:5.393:looked', '2:5.393:forward']	['2:5.393:προϊδών']
2741		['2:5.393:very']	['2:5.393:μάλα']
2742		['2:5.393:quickly']	['2:5.393:ὀξὺ']
2743		['2:5.393:having[2]', '2:5.393:been', '2:5.393:lifted', '2:5.393:up']	['2:5.393:ἀρθείς']
2744		['2:5.393:from', '2:5.393:under']	['2:5.393:ὑπὸ']
2745		['2:5.393:great']	['2:5.393:μεγάλου']
2746		['2:5.393:wave']	['2:5.393:κύματος']
2747		['2:5.394:And']	["2:5.394:δ'"]
2748		['2:5.394:as']	['2:5.394:ὡς']
2749		['2:5.394:when']	["2:5.394:ὅτ'"]
2750		['2:5.394:hoped-for']	['2:5.394:ἀσπάσιος']
2751		['2:5.394:life']	['2:5.394:βίοτος']
2752		['2:5.394:father']	['2:5.395:πατρός']
2753		['2:5.394:migh']	['2:5.394:ἂν']
2754	[it might] 	['2:5.394:t', '2:5.394:appear']	['2:5.394:φανήῃ']
2755		['2:5.394:children']	['2:5.394:παίδεσσι']
2756		['2:5.395:he', '2:5.395:who']	['2:5.395:ὃς']
2757	[he] 	['2:5.395:lies']	['2:5.395:κεῖται']
2758		['2:5.395:in']	['2:5.395:ἐν']
2759		['2:5.395:sickness']	['2:5.395:νούσῳ']
2760		['2:5.395:suffering']	['2:5.395:πάσχων']
2761		['2:5.395:harsh']	["2:5.395:κρατέρ'"]
2762		['2:5.395:pains']	['2:5.395:ἄλγεα']
2763		['2:5.396:wasting', '2:5.396:away']	['2:5.396:τηκόμενος']
2764		['2:5.396:for', '2:5.396:a', '2:5.396:long', '2:5.396:time']	['2:5.396:δηρὸν']
2765		['2:5.396:hateful']	['2:5.396:στυγερὸς']
2766		['2:5.396:spirit']	['2:5.396:δαίμων']
2767	[he] 	['2:5.396:way']	['2:5.396:ἔχραε']
2768		['2:5.396:with', '2:5.396:him']	['2:5.396:οἱ']
2769		['2:5.397:But']	["2:5.397:δ'"]
2770		['2:5.397:then']	['2:5.397:ἄρα']
2771		['2:5.397:indeed']	['2:5.397:γε']
2772		['2:5.397:gods']	['2:5.397:θεοὶ']
2773	[they] 	['2:5.397:free']	['2:5.397:ἔλυσαν']
2774		['2:5.397:him']	['2:5.397:τόν']
2775		['2:5.397:hoped', '2:5.397:for']	['2:5.397:ἀσπάσιον']
2776		['2:5.397:evil']	['2:5.397:κακότητος']
2777		['2:5.398:even', '2:5.398:so']	['2:5.398:ὣς']
2778		['2:5.398:hoped-for']	['2:5.398:ἀσπαστὸν']
2779		['2:5.398:to', '2:5.398:Odysseus']	['2:5.398:Ὀδυσεῖ']
2780		['2:5.398:land']	['2:5.398:γαῖα']
2781		['2:5.398:and']	['2:5.398:καὶ']
2782		['2:5.398:forest']	['2:5.398:ὕλη']
2783	[he] 	['2:5.398:appeared']	['2:5.398:ἐείσατο']
2784		['2:5.399:And']	["2:5.399:δ'"]
2785	[he] 	['2:5.399:kept', '2:5.399:swimming']	['2:5.399:νῆχε']
2786		['2:5.399:scrambling']	['2:5.399:ἐπειγόμενος']
2787		['2:5.399:to', '2:5.399:step', '2:5.399:upon']	['2:5.399:ἐπιβῆναι']
2788		['2:5.399:mainland']	['2:5.399:ἠπείρου']
2789		['2:5.399:feet']	['2:5.399:ποσὶν']
2790		['2:5.400:Yet']	["2:5.400:ἀλλ'"]
2791		['2:5.400:when']	['2:5.400:ὅτε']
2792	[he] 	['2:5.400:was', '2:5.400:distant']	['2:5.400:ἀπῆν']
2793		['2:5.400:as', '2:5.400:far']	['2:5.400:τόσσον']
2794		['2:5.400:as[2]']	['2:5.400:ὅσσον']
2795	[he] 	['2:5.400:can', '2:5.400:make', '2:5.400:himself', '2:5.400:heard']	['2:5.400:γέγωνε']
2796		['2:5.400:by', '2:5.400:shouting']	['2:5.400:βοήσας']
2797	[he] 	['2:5.401:heard']	['2:5.401:ἄκουσε']
2798		['2:5.401:crash']	['2:5.401:δοῦπον']
2799		['2:5.401:sea']	['2:5.401:θαλάσσης']
2800		['2:5.401:against']	['2:5.401:ποτὶ']
2801		['2:5.401:rocks']	['2:5.401:σπιλάδεσσι']
2802		['2:5.402:for']	['2:5.402:γὰρ']
2803		['2:5.402:great']	['2:5.402:μέγα']
2804		['2:5.402:wave']	['2:5.402:κῦμα']
2805	[it] 	['2:5.402:kept', '2:5.402:roaring']	['2:5.402:ῥόχθει']
2806		['2:5.402:against']	['2:5.402:ποτὶ']
2807		['2:5.402:coast']	['2:5.402:ξερὸν']
2808		['2:5.402:mainland']	['2:5.402:ἠπείροιο']
2809		['2:5.403:spewing']	['2:5.403:ἐρευγόμενον']
2810		['2:5.403:terribly']	['2:5.403:δεινὸν']
2811		['2:5.403:and']	['2:5.403:δὲ']
2812		['2:5.403:all']	["2:5.403:πάνθ'"]
2813	[they] 	['2:5.403:had', '2:5.403:been', '2:5.403:cloaked']	['2:5.403:εἴλυτο']
2814		['2:5.403:foam']	['2:5.403:ἄχνῃ']
2815		['2:5.403:sea']	['2:5.403:ἁλὸς']
2816		['2:5.404:For']	['2:5.404:γὰρ']
2817		['2:5.404:there', '2:5.404:were']	['2:5.404:ἔσαν']
2818		['2:5.404:no']	['2:5.404:οὐ']
2819		['2:5.404:secure']	['2:5.404:ὄχοι']
2820		['2:5.404:harbors']	['2:5.404:λιμένες']
2821		['2:5.404:of', '2:5.404:ships']	['2:5.404:νηῶν']
2822		['2:5.404:and']	["2:5.404:δ'"]
2823		['2:5.404:not']	['2:5.404:οὐ[2]']
2824		['2:5.404:places', '2:5.404:of[2]', '2:5.404:shelter']	['2:5.404:ἐπιωγαί']
2825		['2:5.405:instead']	["2:5.405:ἀλλ'"]
2826		['2:5.405:there', '2:5.405:were']	['2:5.405:ἔσαν']
2827		['2:5.405:jutting']	['2:5.405:προβλῆτες']
2828		['2:5.405:coasts']	['2:5.405:ἀκταὶ']
2829		['2:5.405:as', '2:5.405:well', '2:5.405:as[2]']	['2:5.405:τε']
2830		['2:5.405:rocks']	['2:5.405:σπιλάδες']
2831		['2:5.405:and']	['2:5.405:τε[2]']
2832		['2:5.405:cliffs']	['2:5.405:πάγοι']
2833		['2:5.406:And']	['2:5.406:καὶ']
2834		['2:5.406:then']	["2:5.406:τότ'"]
2835		['2:5.406:knees']	['2:5.406:γούνατα']
2836		['2:5.406:and']	['2:5.406:καὶ[2]']
2837		['2:5.406:beloved']	['2:5.406:φίλον']
2838		['2:5.406:heart']	['2:5.406:ἦτορ']
2839		['2:5.406:of', '2:5.406:Odysseus']	['2:5.406:Ὀδυσσῆος']
2840	[he] 	['2:5.406:gave', '2:5.406:way']	['2:5.406:λύτο']
2841		['2:5.407:and']	["2:5.407:δ'"]
2842		['2:5.407:agitated']	['2:5.407:ὀχθήσας']
2843	[he] 	['2:5.407:spoke']	['2:5.407:εἶπε']
2844		['2:5.407:to']	['2:5.407:πρὸς']
2845		['2:5.407:his', '2:5.407:own']	['2:5.407:ὃν']
2846		['2:5.407:great-hearted']	['2:5.407:μεγαλήτορα']
2847		['2:5.407:spirit']	['2:5.407:θυμόν']
2848		['2:5.408:Oh', '2:5.408:me', '2:5.408:me']	['2:5.408:ὤ', '2:5.408:μοι']
2849		['2:5.408:as', '2:5.408:soon', '2:5.408:as[2]']	['2:5.408:ἐπεὶ']
2850	[he] 	['2:5.408:gave']	['2:5.408:δῶκεν']
2851		['2:5.408:to', '2:5.408:see']	['2:5.408:ἰδέσθαι']
2852		['2:5.408:land']	['2:5.408:γαῖαν']
2853		['2:5.408:that', '2:5.408:was', '2:5.408:beyond', '2:5.408:hope']	['2:5.408:ἀελπέα']
2854		['2:5.409:Zeus']	['2:5.409:Ζεύς']
2855		['2:5.409:and']	['2:5.409:καὶ']
2856		['2:5.409:after', '2:5.409:cutting', '2:5.409:through']	['2:5.409:διατμήξας']
2857		['2:5.409:this']	['2:5.409:τόδε']
2858		['2:5.409:gulf']	['2:5.409:λαῖτμα']
2859	[I] 	['2:5.409:came', '2:5.409:to', '2:5.409:the', '2:5.409:other', '2:5.409:side']	['2:5.409:ἐπέρησα']
2860		['2:5.410:no']	['2:5.410:οὔ']
2861		['2:5.410:exit']	['2:5.410:ἔκβασις']
2862		['2:5.410:from', '2:5.410:sea']	['2:5.410:ἁλὸς']
2863		['2:5.410:gray']	['2:5.410:πολιοῖο']
2864		['2:5.410:outwards']	['2:5.410:θύραζε']
2865		['2:5.410:is', '2:5.410:in', '2:5.410:any', '2:5.410:way']	['2:5.410:πῃ']
2866	[it] 	['2:5.410:visible']	["2:5.410:φαίνεθ'"]
2867		['2:5.411:For']	['2:5.411:γὰρ']
2868		['2:5.411:outside']	['2:5.411:ἔκτοσθεν']
2869		['2:5.411:sharp']	['2:5.411:ὀξέες']
2870		['2:5.411:cliffs']	['2:5.411:πάγοι']
2871		['2:5.411:and']	['2:5.411:δὲ']
2872		['2:5.411:on', '2:5.411:both', '2:5.411:sides']	['2:5.411:ἀμφὶ']
2873		['2:5.411:surf']	['2:5.411:κῦμα']
2874		['2:5.412:rushing']	['2:5.412:ῥόθιον']
2875	[it] 	['2:5.412:wails']	['2:5.412:βέβρυχεν']
2876		['2:5.412:and']	["2:5.412:δ'"]
2877		['2:5.412:smooth']	['2:5.412:λισσὴ']
2878		['2:5.412:rock']	['2:5.412:πέτρη']
2879	[it] 	['2:5.412:rose', '2:5.412:up']	['2:5.412:ἀναδέδρομε']
2880		['2:5.413:sea']	['2:5.413:θάλασσα']
2881		['2:5.413:deep', '2:5.413:near', '2:5.413:the', '2:5.413:shore']	['2:5.413:ἀγχιβαθὴς']
2882	[it] 	['2:5.413:is[2]']	['2:5.413:ἔστι']
2883		['2:5.413:not']	['2:5.413:οὔ']
2884		['2:5.413:at', '2:5.413:all', '2:5.413:possible']	['2:5.413:πως']
2885		['2:5.414:to', '2:5.414:stand']	['2:5.414:στήμεναι']
2886		['2:5.414:on', '2:5.414:both']	['2:5.414:ἀμφοτέροισι']
2887		['2:5.414:feet']	['2:5.413:πόδεσσι']
2888		['2:5.414:and']	['2:5.414:καὶ']
2889		['2:5.414:to[2]', '2:5.414:run', '2:5.414:away', '2:5.414:from']	['2:5.414:ἐκφυγέειν']
2890		['2:5.414:hardship']	['2:5.414:κακότητα']
2891		['2:5.415:that']	['2:5.415:μή']
2892		['2:5.415:in', '2:5.415:some', '2:5.415:way']	['2:5.415:πώς']
2893	[it] 	['2:5.415:would', '2:5.415:throw']	['2:5.415:βάλῃ']
2894		['2:5.415:me']	["2:5.415:μ'"]
2895		['2:5.415:while', '2:5.415:making', '2:5.415:way[2]', '2:5.415:out']	['2:5.415:ἐκβαίνοντα']
2896		['2:5.415:against']	['2:5.415:ποτὶ']
2897		['2:5.415:hard']	['2:5.415:λίθακι']
2898		['2:5.415:rock']	['2:5.415:πέτρῃ']
2899		['2:5.416:great']	["2:5.416:μέγ'"]
2900		['2:5.416:wave']	['2:5.416:κῦμα']
2901		['2:5.416:having', '2:5.416:seized']	['2:5.416:ἁρπάξαν']
2902		['2:5.416:And']	['2:5.416:δέ']
2903		['2:5.416:my']	['2:5.416:μοι']
2904		['2:5.416:attempt']	['2:5.416:ὁρμή']
2905	[it] 	['2:5.416:will', '2:5.416:be']	['2:5.416:ἔσσεται']
2906		['2:5.416:unsuccessful']	['2:5.416:μελέη']
2907		['2:5.417:But']	['2:5.417:δέ']
2908		['2:5.417:if']	['2:5.417:εἰ']
2909		['2:5.417:were', '2:5.417:to']	["2:5.417:κ'"]
2910	[I would] 	['2:5.417:swim', '2:5.417:alongside']	['2:5.417:παρανήξομαι']
2911		['2:5.417:still']	['2:5.417:ἔτι']
2912		['2:5.417:farther']	['2:5.417:προτέρω']
2913		['2:5.417:somewhere']	['2:5.417:που']
2914	[I] 	['2:5.417:would', '2:5.417:find']	['2:5.417:ἐφεύρω']
2915		['2:5.418:both']	['2:5.418:τε']
2916		['2:5.418:shelving']	['2:5.418:παραπλῆγας']
2917		['2:5.418:beaches']	['2:5.418:ἠιόνας']
2918		['2:5.418:and']	['2:5.418:τε[2]']
2919		['2:5.418:inlets']	['2:5.418:λιμένας']
2920		['2:5.418:sea']	['2:5.418:θαλάσσης']
2921	[I] 	['2:5.419:fear']	['2:5.419:δείδω']
2922		['2:5.419:that']	['2:5.419:μή']
2923		['2:5.419:squall']	['2:5.419:θύελλα']
2924		['2:5.419:having', '2:5.419:snatched', '2:5.419:up']	['2:5.419:ἀναρπάξασα']
2925		['2:5.419:me']	["2:5.419:μ'"]
2926		['2:5.419:once', '2:5.419:again']	['2:5.419:ἐξαῦτις']
2927	[it] 	['2:5.420:may', '2:5.420:carry']	['2:5.420:φέρῃ']
2928		['2:5.420:groaning']	['2:5.420:στενάχοντα']
2929		['2:5.420:deeply']	['2:5.420:βαρέα']
2930		['2:5.420:over']	["2:5.420:ἐπ'"]
2931		['2:5.420:fish-filled']	['2:5.420:ἰχθυόεντα']
2932		['2:5.420:sea']	['2:5.420:πόντον']
2933		['2:5.421:Or']	['2:5.421:ἠέ']
2934		['2:5.421:even']	['2:5.421:καὶ']
2935		['2:5.421:god']	['2:5.421:δαίμων']
2936	[s/he] 	['2:5.421:might', '2:5.421:send', '2:5.421:against']	['2:5.421:ἐπισσεύῃ']
2937		['2:5.421:me']	['2:5.421:μοι']
2938		['2:5.421:some']	['2:5.421:τί']
2939		['2:5.421:great']	['2:5.421:μέγα']
2940		['2:5.421:beast', '2:5.421:of', '2:5.421:the', '2:5.421:sea']	['2:5.421:κῆτος']
2941		['2:5.422:from', '2:5.422:out', '2:5.422:of']	['2:5.422:ἐξ']
2942		['2:5.422:deep']	['2:5.422:ἁλός']
2943		['2:5.422:renowned']	['2:5.422:κλυτὸς']
2944		['2:5.422:Amphitrite']	['2:5.422:Ἀμφιτρίτη']
2945	[she] 	['2:5.422:nourishes']	['2:5.422:τρέφει']
2946		['2:5.422:many']	['2:5.422:πολλὰ']
2947		['2:5.422:of[2]', '2:5.422:this', '2:5.422:sort']	['2:5.422:οἷά']
2948		['2:5.423:For']	['2:5.423:γάρ']
2949	[I] 	['2:5.423:know']	['2:5.423:οἶδα']
2950		['2:5.423:how', '2:5.423:much']	['2:5.423:ὥς']
2951		['2:5.423:renowned']	['2:5.423:κλυτὸς']
2952		['2:5.423:Earth-shaker']	['2:5.423:ἐννοσίγαιος']
2953	[he] 	['2:5.423:has', '2:5.423:been', '2:5.423:angered']	['2:5.423:ὀδώδυσται']
2954		['2:5.423:at', '2:5.423:me']	['2:5.423:μοι']
2955		['2:5.424:As']	['2:5.424:ἧος']
2956		['2:5.424:he']	['2:5.424:ὁ']
2957	[he] 	['2:5.424:kept', '2:5.424:turning', '2:5.424:over']	['2:5.424:ὥρμαινε']
2958		['2:5.424:these']	["2:5.424:ταῦθ'"]
2959		['2:5.424:through']	['2:5.424:κατὰ']
2960		['2:5.424:heart']	['2:5.424:φρένα']
2961		['2:5.424:and']	['2:5.424:καὶ']
2962		['2:5.424:through[2]']	['2:5.424:κατὰ[2]']
2963		['2:5.424:spirit']	['2:5.424:θυμόν']
2964		['2:5.425:meanwhile']	['2:5.425:τόφρα']
2965		['2:5.425:great']	['2:5.425:μέγα']
2966		['2:5.425:wave']	['2:5.425:κῦμα']
2967	[it] 	['2:5.425:began', '2:5.425:to', '2:5.425:carry']	['2:5.425:φέρε']
2968		['2:5.425:him']	['2:5.425:μιν']
2969		['2:5.425:toward']	["2:5.425:ἐπ'"]
2970		['2:5.425:rocky']	['2:5.425:τρηχεῖαν']
2971		['2:5.425:coast']	['2:5.425:ἀκτήν']
2972		['2:5.426:There']	['2:5.426:ἔνθα']
2973		['2:5.426:would']	["2:5.426:κ'"]
2974		['2:5.426:have', '2:5.426:had', '2:5.426:his', '2:5.426:skin']	['2:5.426:ῥινοὺς']
2975	[he would] 	['2:5.426:stripped']	['2:5.426:δρύφθη']
2976		['2:5.426:away']	['2:5.426:ἀπὸ']
2977		['2:5.426:and']	["2:5.426:δ'"]
2978		['2:5.426:bones']	["2:5.426:ὀστέ'"]
2979	[they] 	['2:5.426:smashed']	['2:5.426:ἀράχθη']
2980		['2:5.426:together']	['2:5.426:σὺν']
2981		['2:5.427:if']	['2:5.427:εἰ']
2982		['2:5.427:goddess']	['2:5.427:θεά']
2983		['2:5.427:silvery-eyed']	['2:5.427:γλαυκῶπις']
2984		['2:5.427:Athena']	['2:5.427:Ἀθήνη']
2985		['2:5.427:had', '2:5.427:not']	['2:5.427:μὴ']
2986	[he] 	['2:5.427:placed']	['2:5.427:θῆκε']
2987		['2:5.427:into']	['2:5.427:ἐπὶ']
2988		['2:5.427:thoughts']	['2:5.427:φρεσὶ']
2989		['2:5.428:and']	['2:5.428:δὲ']
2990		['2:5.428:with', '2:5.428:a', '2:5.428:rush']	['2:5.428:ἐπεσσύμενος']
