index	prefix	engaligns	greekaligns
3131		['1:1.464:After', '1:1.464:a', '1:1.464:while']	['1:1.464:αὐτὰρ']
3132		['1:1.464:when']	['1:1.464:ἐπεὶ']
3133		['1:1.464:thigh', '1:1.464:pieces']	['1:1.464:μῆρε']
3134	[it-collective] 	['1:1.464:were', '1:1.464:burned']	['1:1.464:κάη']
3135		['1:1.464:thoroughly']	['1:1.464:κατὰ']
3136		['1:1.464:and']	['1:1.464:καὶ']
3137	[they] 	['1:1.464:tasted']	['1:1.464:πάσαντο']
3138		['1:1.464:organs']	['1:1.464:σπλάγχνα']
3139	[they] 	['1:1.465:began', '1:1.465:to', '1:1.465:cut', '1:1.465:up', '1:1.465:to', '1:1.465:cut', '1:1.465:up']	['1:1.465:μίστυλλόν', '1:1.465:ἄρα']
3140		['1:1.465:rest']	['1:1.465:τἆλλα']
3141		['1:1.465:and', '1:1.465:also', '1:1.465:also']	["1:1.465:τ'", '1:1.465:καὶ']
3142	[they] 	['1:1.465:pierced']	['1:1.465:ἔπειραν']
3143		['1:1.465:with', '1:1.465:spits']	['1:1.465:ὀβελοῖσιν']
3144		['1:1.465:through', '1:1.465:both', '1:1.465:sides']	["1:1.465:ἀμφ'"]
3145		['1:1.466:skillfully']	['1:1.466:περιφραδέως']
3146	[they] 	['1:1.466:roasted']	['1:1.466:ὤπτησάν', '1:1.466:τε']
3147		['1:1.466:and']	['1:1.466:τε[2]']
3148	[they] 	['1:1.466:pulled', '1:1.466:off', '1:1.466:for', '1:1.466:themselves']	['1:1.466:ἐρύσαντό']
3149		['1:1.466:everything']	['1:1.466:πάντα']
3150		['1:1.467:After', '1:1.467:a', '1:1.467:while']	['1:1.467:αὐτὰρ']
3151		['1:1.467:when']	['1:1.467:ἐπεὶ']
3152	[they] 	['1:1.467:stopped', '1:1.467:themselves']	['1:1.467:παύσαντο']
3153		['1:1.467:from', '1:1.467:work']	['1:1.467:πόνου']
3154		['1:1.467:and']	['1:1.467:τε']
3155	[they] 	['1:1.467:prepared', '1:1.467:for', '1:1.467:themselves[2]']	['1:1.467:τετύκοντό']
3156		['1:1.467:feast']	['1:1.467:δαῖτα']
3157	[they] 	['1:1.468:kept', '1:1.468:sharing', '1:1.468:the', '1:1.468:feast']	["1:1.468:δαίνυντ'"]
3158		['1:1.468:nor']	['1:1.468:οὐ', '1:1.468:δέ']
3159		['1:1.468:heart']	['1:1.468:θυμὸς']
3160	[it was] 	['1:1.468:lacking', '1:1.468:from']	['1:1.468:ἐδεύετο']
3161		['1:1.468:in', '1:1.468:any', '1:1.468:way']	['1:1.468:τι']
3162		['1:1.468:evenly-divided']	['1:1.468:ἐΐσης']
3163		['1:1.468:feast[2]']	['1:1.468:δαιτὸς']
3164		['1:1.469:After', '1:1.469:a', '1:1.469:while']	['1:1.469:αὐτὰρ']
3165		['1:1.469:when']	['1:1.469:ἐπεὶ']
3166	[they] 	['1:1.469:rid', '1:1.469:themselves', '1:1.469:of', '1:1.469:themselves', '1:1.469:of']	['1:1.469:ἕντο', '1:1.469:ἐξ']
3167		['1:1.469:desire']	['1:1.469:ἔρον']
3168		['1:1.469:for', '1:1.469:drink']	['1:1.469:πόσιος']
3169		['1:1.469:and']	['1:1.469:καὶ']
3170		['1:1.469:for[2]', '1:1.469:food']	['1:1.469:ἐδητύος']
3171		['1:1.470:young', '1:1.470:men']	['1:1.470:κοῦροι']
3172		['1:1.470:first']	['1:1.470:μὲν']
3173	[they] 	['1:1.470:for', '1:1.470:themselves', '1:1.470:they', '1:1.470:filled', '1:1.470:to', '1:1.470:the[2]', '1:1.470:brim']	['1:1.470:ἐπεστέψαντο']
3174		['1:1.470:mixing-bowls']	['1:1.470:κρητῆρας']
3175		['1:1.470:with', '1:1.470:drink']	['1:1.470:ποτοῖο']
3176		['1:1.471:then']	["1:1.471:δ'"]
3177	[they] 	['1:1.471:distributed']	['1:1.471:νώμησαν', '1:1.471:ἄρα']
3178		['1:1.471:to', '1:1.471:everyone']	['1:1.471:πᾶσιν']
3179		['1:1.471:having', '1:1.471:made', '1:1.471:the', '1:1.471:initial', '1:1.471:libations']	['1:1.471:ἐπαρξάμενοι']
3180	[with] 	['1:1.471:drinking-cups']	['1:1.471:δεπάεσσιν']
3181		['1:1.472:Those', '1:1.472:men', '1:1.472:men']	['1:1.472:οἳ', '1:1.472:δὲ']
3182		['1:1.472:throughout', '1:1.472:the', '1:1.472:entire', '1:1.472:day']	['1:1.472:πανημέριοι']
3183	[they] 	['1:1.472:continued', '1:1.472:to', '1:1.472:appease']	['1:1.472:ἱλάσκοντο']
3184		['1:1.472:god']	['1:1.472:θεὸν']
3185		['1:1.472:through', '1:1.472:song', '1:1.472:and', '1:1.472:dance']	['1:1.472:μολπῇ']
3186		['1:1.473:elite', '1:1.473:young', '1:1.473:men']	['1:1.473:κοῦροι']
3187	[of] 	['1:1.473:Achaeans']	['1:1.473:Ἀχαιῶν']
3188		['1:1.473:singing']	['1:1.473:ἀείδοντες']
3189		['1:1.473:beautiful']	['1:1.473:καλὸν']
3190		['1:1.473:song', '1:1.473:to', '1:1.473:Apollo']	['1:1.473:παιήονα']
3191		['1:1.474:celebrating', '1:1.474:with', '1:1.474:song']	['1:1.474:μέλποντες']
3192		['1:1.474:far-shooter']	['1:1.474:ἑκάεργον']
3193		['1:1.474:And']	['1:1.474:δὲ']
3194		['1:1.474:that', '1:1.474:one']	['1:1.474:ὃ']
3195		['1:1.474:listening']	['1:1.474:ἀκούων']
3196	[he] 	['1:1.474:was', '1:1.474:pleased']	["1:1.474:τέρπετ'"]
3197		['1:1.474:heart']	['1:1.474:φρένα']
3198		['1:1.475:And']	["1:1.475:δ'"]
3199		['1:1.475:when']	['1:1.475:ἦμος']
3200		['1:1.475:sun']	['1:1.475:ἠέλιος']
3201	[it] 	['1:1.475:sank']	['1:1.475:κατέδυ']
3202		['1:1.475:and']	['1:1.475:καὶ']
3203		['1:1.475:dusk']	['1:1.475:κνέφας']
3204	[it] 	['1:1.475:arrived']	['1:1.475:ἐπὶ', '1:1.475:ἦλθε']
3205		['1:1.476:then']	['1:1.476:τότε', '1:1.476:δὴ']
3206	[they] 	['1:1.476:lay', '1:1.476:themselves', '1:1.476:down', '1:1.476:to', '1:1.476:sleep']	['1:1.476:κοιμήσαντο']
3207		['1:1.476:beside']	['1:1.476:παρὰ']
3208		['1:1.476:stern-cables']	['1:1.476:πρυμνήσια']
3209	[of] 	['1:1.476:ship']	['1:1.476:νηός']
3210		['1:1.477:And']	["1:1.477:δ'"]
3211		['1:1.477:when']	['1:1.477:ἦμος']
3212		['1:1.477:early-born']	['1:1.477:ἠριγένεια']
3213		['1:1.477:rosy-fingered']	['1:1.477:ῥοδοδάκτυλος']
3214		['1:1.477:Dawn']	['1:1.477:Ἠώς']
3215	[she] 	['1:1.477:appeared']	['1:1.477:φάνη']
3216		['1:1.478:right']	['1:1.478:καὶ']
3217		['1:1.478:at', '1:1.478:that', '1:1.478:time']	["1:1.478:τότ'"]
3218		['1:1.478:then']	["1:1.478:ἔπειτ'"]
3219	[they] 	['1:1.478:began', '1:1.478:bringing', '1:1.478:themselves', '1:1.478:back']	['1:1.478:ἀνάγοντο']
3220		['1:1.478:to', '1:1.478:the', '1:1.478:midst', '1:1.478:of']	['1:1.478:μετὰ']
3221		['1:1.478:broad']	['1:1.478:εὐρὺν']
3222		['1:1.478:camp']	['1:1.478:στρατὸν']
3223	[of] 	['1:1.478:Achaeans']	['1:1.478:Ἀχαιῶν']
3224		['1:1.479:For', '1:1.479:them', '1:1.479:them']	['1:1.479:τοῖσιν', "1:1.479:δ'"]
3225		['1:1.479:far-shooter']	['1:1.479:ἑκάεργος']
3226		['1:1.479:Apollo']	['1:1.479:Ἀπόλλων']
3227	[he] 	['1:1.479:set', '1:1.479:in', '1:1.479:motion']	['1:1.479:ἵει']
3228		['1:1.479:favorable']	['1:1.479:ἴκμενον']
3229		['1:1.479:wind']	['1:1.479:οὖρον']
3230		['1:1.480:And']	["1:1.480:δ'"]
3231		['1:1.480:as', '1:1.480:for', '1:1.480:those', '1:1.480:men']	['1:1.480:οἳ']
3232	[they] 	['1:1.480:stood', '1:1.480:up', '1:1.480:for[2]', '1:1.480:themselves']	["1:1.480:στήσαντ'"]
3233		['1:1.480:mast']	['1:1.480:ἱστὸν']
3234		['1:1.480:and']	["1:1.480:θ'"]
3235	[they] 	['1:1.480:spread', '1:1.480:high', '1:1.480:and[2]', '1:1.480:wide']	['1:1.480:πέτασσαν']
3236		['1:1.480:up[2]', '1:1.480:above']	['1:1.480:ἀνά']
3237		['1:1.480:white']	['1:1.480:λευκὰ']
3238		['1:1.480:sails']	['1:1.480:ἱστία']
3239		['1:1.481:Wind']	['1:1.481:ἄνεμος']
3240	[it] 	['1:1.481:swelled']	['1:1.481:πρῆσεν']
3241		['1:1.481:sail']	['1:1.481:ἱστίον']
3242		['1:1.481:within']	['1:1.481:ἐν']
3243		['1:1.481:in', '1:1.481:its', '1:1.481:center']	['1:1.481:μέσον']
3244		['1:1.481:And']	['1:1.481:δὲ']
3245		['1:1.481:on', '1:1.481:both', '1:1.481:sides']	['1:1.481:ἀμφὶ']
3246		['1:1.481:wave']	['1:1.481:κῦμα']
3247		['1:1.482:surging']	['1:1.482:πορφύρεον']
3248	[it] 	['1:1.482:was', '1:1.482:splashing']	['1:1.482:ἴαχε']
3249		['1:1.482:front']	['1:1.482:στείρῃ']
3250	[of] 	['1:1.482:ship']	['1:1.482:νηὸς']
3251		['1:1.482:as', '1:1.482:it', '1:1.482:travelled']	['1:1.482:ἰούσης']
3252		['1:1.483:And']	["1:1.483:δ'"]
3253		['1:1.483:that']	['1:1.483:ἣ']
3254		['1:1.483:making', '1:1.483:time', '1:1.483:through']	['1:1.483:διαπρήσσουσα']
3255		['1:1.483:path']	['1:1.483:κέλευθον']
3256	[it] 	['1:1.483:kept', '1:1.483:running']	['1:1.483:ἔθεεν']
3257		['1:1.483:over']	['1:1.483:κατὰ']
3258		['1:1.483:wave']	['1:1.483:κῦμα']
3259		['1:1.484:And', '1:1.484:then']	['1:1.484:αὐτὰρ']
3260		['1:1.484:after']	['1:1.484:ἐπεί', "1:1.484:ῥ'"]
3261	[they] 	['1:1.484:arrived', '1:1.484:at', '1:1.484:at']	['1:1.484:ἵκοντο', '1:1.484:κατὰ']
3262		['1:1.484:broad']	['1:1.484:εὐρὺν']
3263		['1:1.484:camp']	['1:1.484:στρατὸν']
3264	[of] 	['1:1.484:Achaeans']	['1:1.484:Ἀχαιῶν']
3265		['1:1.485:first']	['1:1.485:μὲν', '1:1.485:γε']
3266		['1:1.485:they']	['1:1.485:οἵ']
3267	[they] 	['1:1.485:pulled']	['1:1.485:ἔρυσσαν']
3268		['1:1.485:black']	['1:1.485:μέλαιναν']
3269		['1:1.485:ship']	['1:1.485:νῆα']
3270		['1:1.485:onto']	["1:1.485:ἐπ'"]
3271		['1:1.485:land']	['1:1.485:ἠπείροιο']
3272		['1:1.486:far', '1:1.486:up']	['1:1.486:ὑψοῦ']
3273		['1:1.486:upon']	['1:1.486:ἐπὶ']
3274		['1:1.486:sandy', '1:1.486:shore']	['1:1.486:ψαμάθοις']
3275		['1:1.486:and', '1:1.486:then']	["1:1.486:δ'"]
3276	[they] 	['1:1.486:laid', '1:1.486:out']	['1:1.486:τάνυσσαν']
3277		['1:1.486:long']	['1:1.486:μακρὰ']
3278		['1:1.486:supports']	['1:1.486:ἕρματα']
3279		['1:1.486:underneath']	['1:1.486:ὑπὸ']
3280		['1:1.487:Then']	["1:1.487:δ'"]
3281		['1:1.487:the', '1:1.487:men', '1:1.487:themselves']	['1:1.487:αὐτοὶ']
3282	[they] 	['1:1.487:began', '1:1.487:to', '1:1.487:scatter']	['1:1.487:ἐσκίδναντο']
3283		['1:1.487:throughout']	['1:1.487:κατὰ']
3284		['1:1.487:both']	['1:1.487:τε']
3285		['1:1.487:resting-places']	['1:1.487:κλισίας']
3286		['1:1.487:and']	['1:1.487:τε[2]']
3287		['1:1.487:ships']	['1:1.487:νέας']
3288		['1:1.488:Meanwhile']	['1:1.488:αὐτὰρ']
3289		['1:1.488:that', '1:1.488:man']	['1:1.488:ὃ']
3290	[he] 	['1:1.488:remained', '1:1.488:filled', '1:1.488:with', '1:1.488:wrath']	['1:1.488:μήνιε']
3291		['1:1.488:sitting', '1:1.488:alongside']	['1:1.488:παρήμενος']
3292		['1:1.488:swift-sailing']	['1:1.488:ὠκυπόροισι']
3293		['1:1.488:ships']	['1:1.488:νηυσὶ']
3294		['1:1.489:descendent', '1:1.489:of', '1:1.489:Zeus']	['1:1.489:διογενὴς']
3295		['1:1.489:son']	['1:1.489:υἱὸς']
3296		['1:1.489:of[2]', '1:1.489:Peleus']	['1:1.489:Πηλῆος']
3297		['1:1.489:swift-footed']	['1:1.489:πόδας', '1:1.489:ὠκὺς']
3298		['1:1.489:Achilles']	['1:1.489:Ἀχιλλεύς']
3299		['1:1.490:Neither']	['1:1.490:οὔτέ']
3300	[he] 	['1:1.490:did']	['1:1.490:πωλέσκετο']
3301		['1:1.490:ever']	["1:1.490:ποτ'"]
3302		['1:1.490:resume', '1:1.490:his', '1:1.490:habit', '1:1.490:of', '1:1.490:entering', '1:1.490:into']	['1:1.490:εἰς']
3303		['1:1.490:assembly']	['1:1.490:ἀγορὴν']
3304		['1:1.490:that', '1:1.490:brings', '1:1.490:glory', '1:1.490:to', '1:1.490:men']	['1:1.490:κυδιάνειραν']
3305		['1:1.491:nor']	['1:1.491:οὔτέ']
3306		['1:1.491:ever']	["1:1.491:ποτ'"]
3307		['1:1.491:into']	['1:1.491:ἐς']
3308		['1:1.491:war']	['1:1.491:πόλεμον']
3309		['1:1.491:Instead']	['1:1.491:ἀλλὰ']
3310	[he] 	['1:1.491:kept', '1:1.491:on', '1:1.491:wearing', '1:1.491:away']	['1:1.491:φθινύθεσκε']
3311		['1:1.491:beloved']	['1:1.491:φίλον']
3312		['1:1.491:heart']	['1:1.491:κῆρ']
3313		['1:1.492:remaining']	['1:1.492:μένων']
3314		['1:1.492:right', '1:1.492:where', '1:1.492:he', '1:1.492:was']	['1:1.492:αὖθι']
3315	[he] 	['1:1.492:kept', '1:1.492:longing', '1:1.492:and', '1:1.492:longing[2]', '1:1.492:for']	['1:1.492:ποθέεσκε']
3316		['1:1.492:both']	['1:1.492:τε']
3317		['1:1.492:battle-shout']	['1:1.492:ἀϋτήν']
3318		['1:1.492:and[2]']	['1:1.492:τε[2]']
3319		['1:1.492:war']	['1:1.492:πτόλεμόν']
3320		['1:1.493:However']	["1:1.493:ἀλλ'", '1:1.493:δή', "1:1.493:ῥ'"]
3321		['1:1.493:from', '1:1.493:that', '1:1.493:point', '1:1.493:that', '1:1.493:point']	['1:1.493:ἐκ', '1:1.493:τοῖο']
3322		['1:1.493:when']	['1:1.493:ὅτε']
3323		['1:1.493:twelfth']	['1:1.493:δυωδεκάτη']
3324		['1:1.493:dawn']	['1:1.493:ἠώς']
3325	[it] 	['1:1.493:took', '1:1.493:place']	["1:1.493:γένετ'"]
3326		['1:1.494:then']	['1:1.494:τότε', '1:1.494:καὶ', '1:1.494:δὴ']
3327		['1:1.494:gods']	['1:1.494:θεοὶ']
3328		['1:1.494:existing']	['1:1.494:ἐόντες']
3329		['1:1.494:always']	['1:1.494:αἰὲν']
3330	[they] 	['1:1.494:went']	['1:1.494:ἴσαν']
3331		['1:1.494:to']	['1:1.494:πρὸς']
3332		['1:1.494:Olympus']	['1:1.494:Ὄλυμπον']
3333		['1:1.495:all', '1:1.495:of', '1:1.495:them']	['1:1.495:πάντες']
3334		['1:1.495:at', '1:1.495:the', '1:1.495:same', '1:1.495:time']	['1:1.495:ἅμα']
3335		['1:1.495:Zeus']	['1:1.495:Ζεὺς']
3336	[he] 	['1:1.495:was', '1:1.495:leading', '1:1.495:the[2]', '1:1.495:way']	['1:1.495:ἦρχε']
3337		['1:1.495:Thetis']	['1:1.495:Θέτις', "1:1.495:δ'"]
3338		['1:1.495:was[2]', '1:1.495:not']	['1:1.495:οὐ']
3339	[she was] 	['1:1.495:forgetful']	["1:1.495:λήθετ'"]
3340	[of] 	['1:1.495:demands']	['1:1.495:ἐφετμέων']
3341		['1:1.496:of', '1:1.496:her', '1:1.496:own']	['1:1.496:ἑοῦ']
3342	[of] 	['1:1.496:son']	['1:1.496:παιδὸς']
3343		['1:1.496:-', '1:1.496:Far', '1:1.496:from', '1:1.496:it', '1:1.496:Far', '1:1.496:from', '1:1.496:it']	["1:1.496:ἀλλ'", "1:1.496:γ'"]
3344		['1:1.496:that', '1:1.496:woman']	['1:1.496:ἥ']
3345	[she] 	['1:1.496:rose', '1:1.496:up', '1:1.496:over']	['1:1.496:ἀνεδύσετο']
3346		['1:1.496:wave']	['1:1.496:κῦμα']
3347	[of] 	['1:1.496:sea']	['1:1.496:θαλάσσης']
3348		['1:1.497:early', '1:1.497:morning', '1:1.497:morning']	['1:1.497:ἠερίη', "1:1.497:δ'"]
3349	[she] 	['1:1.497:went', '1:1.497:up', '1:1.497:to']	['1:1.497:ἀνέβη']
3350		['1:1.497:great']	['1:1.497:μέγαν']
3351		['1:1.497:heaven']	['1:1.497:οὐρανὸν']
3352		['1:1.497:and']	['1:1.497:τε']
3353		['1:1.497:Olympus']	['1:1.497:Οὔλυμπόν']
3354	[she] 	['1:1.498:found']	['1:1.498:εὗρεν', "1:1.498:δ'"]
3355		['1:1.498:far-seeing']	['1:1.498:εὐρύοπα']
3356		['1:1.498:son', '1:1.498:of', '1:1.498:Cronos']	['1:1.498:Κρονίδην']
3357		['1:1.498:sitting']	['1:1.498:ἥμενον']
3358		['1:1.498:apart', '1:1.498:from']	['1:1.498:ἄτερ']
3359		['1:1.498:others']	['1:1.498:ἄλλων']
3360		['1:1.499:on', '1:1.499:the', '1:1.499:highest']	['1:1.499:ἀκροτάτῃ']
3361		['1:1.499:summit']	['1:1.499:κορυφῇ']
3362		['1:1.499:of', '1:1.499:many-peaked']	['1:1.499:πολυδειράδος']
3363		['1:1.499:Olympus']	['1:1.499:Οὐλύμποιο']
3364		['1:1.500:And']	['1:1.500:καί']
3365		['1:1.500:so', '1:1.500:then']	['1:1.500:ῥα']
3366	[she] 	['1:1.500:sat', '1:1.500:down']	['1:1.500:καθέζετο']
3367		['1:1.500:before']	["1:1.500:πάροιθ'"]
3368		['1:1.500:himself']	['1:1.500:αὐτοῖο']
3369		['1:1.500:and']	['1:1.500:καὶ']
3370	[she] 	['1:1.500:laid', '1:1.500:hold', '1:1.500:of']	['1:1.500:λάβε']
3371		['1:1.500:knees']	['1:1.500:γούνων']
3372	[with] 	['1:1.501:left']	['1:1.501:σκαιῇ']
3373		['1:1.501:and']	["1:1.501:δ'", "1:1.501:ἄρ'"]
3374	[with] 	['1:1.501:right']	['1:1.501:δεξιτερῇ']
3375	[she] 	['1:1.501:gripped']	['1:1.501:ἑλοῦσα']
3376		['1:1.501:beneath']	["1:1.501:ὑπ'"]
3377		['1:1.501:chin']	['1:1.501:ἀνθερεῶνος']
3378		['1:1.502:pleading', '1:1.502:with']	['1:1.502:λισσομένη']
3379	[she] 	['1:1.502:addressed']	['1:1.502:προσέειπε']
3380		['1:1.502:the', '1:1.502:lord']	['1:1.502:ἄνακτα']
3381		['1:1.502:Zeus']	['1:1.502:Δία']
3382		['1:1.502:son', '1:1.502:of', '1:1.502:Cronos']	['1:1.502:Κρονίωνα']
3383		['1:1.503:Father']	['1:1.503:πάτερ']
3384		['1:1.503:Zeus']	['1:1.503:Ζεῦ']
3385		['1:1.503:if']	['1:1.503:εἴ']
3386		['1:1.503:at', '1:1.503:any', '1:1.503:time', '1:1.503:any', '1:1.503:time']	['1:1.503:ποτε', '1:1.503:δή']
3387		['1:1.503:among']	["1:1.503:μετ'"]
3388		['1:1.503:immortals']	['1:1.503:ἀθανάτοισιν']
3389	[I] 	['1:1.503:helped']	['1:1.503:ὄνησα']
3390		['1:1.503:you']	['1:1.503:σε']
3391		['1:1.504:either']	['1:1.504:ἢ']
3392		['1:1.504:by', '1:1.504:word']	['1:1.504:ἔπει']
3393		['1:1.504:or']	['1:1.504:ἢ[2]']
3394		['1:1.504:by[2]', '1:1.504:deed']	['1:1.504:ἔργῳ']
3395	[(2nd sg imperative)you-sg] 	['1:1.504:fulfill']	['1:1.504:κρήηνον']
3396		['1:1.504:this']	['1:1.504:τόδε']
3397		['1:1.504:wish']	['1:1.504:ἐέλδωρ']
3398		['1:1.504:for', '1:1.504:me']	['1:1.504:μοι']
3399	[(2nd sg imperative)you-sg] 	['1:1.505:treat', '1:1.505:with', '1:1.505:proper', '1:1.505:respect']	['1:1.505:τίμησόν']
3400		['1:1.505:my']	['1:1.505:μοι']
3401		['1:1.505:son']	['1:1.505:υἱὸν']
3402		['1:1.505:who']	['1:1.505:ὃς']
3403	[he] 	['1:1.505:was']	["1:1.506:ἔπλετ'"]
3404		['1:1.505:doomed', '1:1.505:to', '1:1.505:the', '1:1.505:most', '1:1.505:swift', '1:1.505:death']	['1:1.505:ὠκυμορώτατος']
3405		['1:1.505:of', '1:1.505:others']	['1:1.505:ἄλλων']
3406	[he] 	['1:1.507:has', '1:1.507:shown', '1:1.507:disrespect', '1:1.507:to']	['1:1.507:ἠτίμησεν']
3407		['1:1.507:him']	['1:1.506:μιν']
3408		['1:1.507:For']	['1:1.507:γὰρ']
3409		['1:1.507:having', '1:1.507:snatched']	['1:1.507:ἑλὼν']
3410		['1:1.507:prize']	['1:1.507:γέρας']
3411	[he] 	['1:1.507:holds']	['1:1.507:ἔχει']
3412		['1:1.507:--', '1:1.507:he[2]', '1:1.507:himself']	['1:1.507:αὐτὸς']
3413		['1:1.507:having[2]', '1:1.507:stolen']	['1:1.507:ἀπούρας']
3414		['1:1.508:Instead']	['1:1.508:ἀλλὰ']
3415		['1:1.508:you', '1:1.508:for', '1:1.508:your', '1:1.508:part']	['1:1.508:σύ']
3416		['1:1.508:I', '1:1.508:beg', '1:1.508:you[2]']	['1:1.508:πέρ']
3417	[(2nd sg imperative)you-sg] 	['1:1.508:show', '1:1.508:proper', '1:1.508:respect', '1:1.508:for[2]']	['1:1.508:τῖσον']
3418		['1:1.508:him']	['1:1.508:μιν']
3419		['1:1.508:all-wise']	['1:1.508:μητίετα']
3420		['1:1.508:Olympian']	['1:1.508:Ὀλύμπιε']
3421		['1:1.508:Zeus']	['1:1.508:Ζεῦ']
3422		['1:1.509:so', '1:1.509:long', '1:1.509:long']	['1:1.509:τόφρα', "1:1.509:δ'"]
3423	[(2nd sg imperative)you-sg] 	['1:1.509:place']	['1:1.509:τίθει']
3424		['1:1.509:in', '1:1.509:the', '1:1.509:possession']	['1:1.509:ἐπὶ']
3425		['1:1.509:Trojans']	['1:1.509:Τρώεσσι']
3426		['1:1.509:superior', '1:1.509:strength']	['1:1.509:κράτος']
3427		['1:1.509:until']	["1:1.509:ὄφρ'", '1:1.509:ἂν']
3428		['1:1.509:Achaeans']	['1:1.509:Ἀχαιοὶ']
3429	[they] 	['1:1.510:show', '1:1.510:proper', '1:1.510:respect', '1:1.510:to']	['1:1.510:τίσωσιν']
3430		['1:1.510:my']	['1:1.510:ἐμὸν']
3431		['1:1.510:son']	['1:1.510:υἱὸν']
3432		['1:1.510:and']	['1:1.510:τέ']
3433	[they] 	['1:1.510:glorify']	['1:1.510:ὀφέλλωσίν']
3434		['1:1.510:him']	['1:1.510:ἑ']
3435		['1:1.510:with', '1:1.510:a', '1:1.510:position', '1:1.510:of', '1:1.510:respect[2]']	['1:1.510:τιμῇ']
3436		['1:1.511:So']	['1:1.511:ὣς']
3437	[she] 	['1:1.511:spoke']	['1:1.511:φάτο']
3438		['1:1.511:and']	["1:1.511:δ'"]
3439		['1:1.511:did', '1:1.511:not']	['1:1.511:οὔ']
3440	[he] 	['1:1.511:address']	['1:1.511:προσέφη']
3441		['1:1.511:her']	['1:1.511:τὴν']
3442		['1:1.511:at', '1:1.511:all']	['1:1.511:τι']
3443		['1:1.511:Zeus']	['1:1.511:Ζεύς']
3444		['1:1.511:cloud-summoner']	['1:1.511:νεφεληγερέτα']
3445		['1:1.512:Rather']	["1:1.512:ἀλλ'"]
3446		['1:1.512:in', '1:1.512:silence']	['1:1.512:ἀκέων']
3447	[he] 	['1:1.512:remained', '1:1.512:motionless']	['1:1.512:ἧστο']
3448		['1:1.512:for', '1:1.512:a', '1:1.512:long', '1:1.512:time']	['1:1.512:δὴν']
3449		['1:1.512:And']	["1:1.512:δ'"]
3450		['1:1.512:Thetis']	['1:1.512:Θέτις']
3451	[she] 	['1:1.512:took', '1:1.512:hold', '1:1.512:for[2]', '1:1.512:herself']	['1:1.512:ἥψατο']
3452		['1:1.512:knees']	['1:1.512:γούνων']
3453		['1:1.513:in', '1:1.513:this', '1:1.513:way']	['1:1.512:ὡς']
3454	[she] 	['1:1.513:kept', '1:1.513:holding', '1:1.513:herself', '1:1.513:on']	["1:1.513:ἔχετ'"]
3455		['1:1.513:having', '1:1.513:attached', '1:1.513:herself[2]', '1:1.513:on[2]']	['1:1.513:ἐμπεφυυῖα']
3456		['1:1.513:And']	['1:1.513:καὶ']
3457		['1:1.513:again']	['1:1.513:αὖτις']
3458		['1:1.513:a', '1:1.513:second', '1:1.513:time']	['1:1.513:δεύτερον']
3459	[she] 	['1:1.513:began', '1:1.513:to', '1:1.513:petition']	['1:1.513:εἴρετο']
3460	[(2nd sg imperative)you-sg] 	['1:1.514:Promise']	['1:1.514:ὑπόσχεο']
3461		['1:1.514:most']	['1:1.514:μὲν', '1:1.514:δή']
3462		['1:1.514:faithfully']	['1:1.514:νημερτὲς']
3463		['1:1.514:to', '1:1.514:me']	['1:1.514:μοι']
3464		['1:1.514:and']	['1:1.514:καὶ']
3465	[(2nd sg imperative)you-sg] 	['1:1.514:head', '1:1.514:in', '1:1.514:approval']	['1:1.514:κατάνευσον']
3466		['1:1.515:or']	['1:1.515:ἢ']
3467	[(2nd sg imperative)you-sg] 	['1:1.515:refuse']	["1:1.515:ἀπόειπ'"]
3468		['1:1.515:since']	['1:1.515:ἐπεὶ']
3469		['1:1.515:for']	['1:1.515:ἔπι']
3470		['1:1.515:you']	['1:1.515:τοι']
3471		['1:1.515:fear']	['1:1.515:δέος']
3472		['1:1.515:not']	['1:1.515:οὔ']
3473		['1:1.515:so', '1:1.515:that']	["1:1.515:ὄφρ'"]
3474	[I] 	['1:1.515:may', '1:1.515:know']	['1:1.515:εἰδέω']
3475		['1:1.515:well']	['1:1.515:ἐῢ']
3476		['1:1.516:how', '1:1.516:greatly']	['1:1.516:ὅσσον']
3477		['1:1.516:I']	['1:1.516:ἐγὼ']
3478	[I] 	['1:1.516:am']	['1:1.516:εἰμι']
3479		['1:1.516:most', '1:1.516:disrespected']	['1:1.516:ἀτιμοτάτη']
3480		['1:1.516:goddess']	['1:1.516:θεός']
3481		['1:1.516:among']	['1:1.516:μετὰ']
3482		['1:1.516:all']	['1:1.516:πᾶσιν']
3483		['1:1.517:That', '1:1.517:woman', '1:1.517:woman']	['1:1.517:τὴν', '1:1.517:δὲ']
3484	[he] 	['1:1.517:answered']	['1:1.517:προσέφη']
3485		['1:1.517:greatly']	["1:1.517:μέγ'"]
3486		['1:1.517:agitated']	['1:1.517:ὀχθήσας']
3487		['1:1.517:Zeus']	['1:1.517:Ζεύς']
3488		['1:1.517:cloud-summoner']	['1:1.517:νεφεληγερέτα']
3489		['1:1.518:Without', '1:1.518:a', '1:1.518:doubt', '1:1.518:a', '1:1.518:doubt']	['1:1.518:ἦ', '1:1.518:δὴ']
3490		['1:1.518:deeds']	["1:1.518:ἔργ'"]
3491		['1:1.518:destructive']	['1:1.518:λοίγια']
3492		['1:1.518:since']	['1:1.518:ὅ', '1:1.518:τέ']
